date,Day,Visitor,League,Home,Time,Stadium,Longitude,Latitude,Elevation
6/3/2013,Mon,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/3/2013,Mon,CHA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/3/2013,Mon,ARI,NL,SLN,19:00,,,,
6/4/2013,Tue,CHN,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/4/2013,Tue,PIT,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/4/2013,Tue,TEX,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/4/2013,Tue,COL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/4/2013,Tue,TBA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/4/2013,Tue,BAL,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/4/2013,Tue,MIN,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/4/2013,Tue,SDN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/4/2013,Tue,OAK,AL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/4/2013,Tue,CLE,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/4/2013,Tue,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/4/2013,Tue,CHA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/4/2013,Tue,TOR,AL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/4/2013,Tue,ARI,NL,SLN,19:00,,,,
6/4/2013,Tue,NYN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/5/2013,Wed,CHN,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/5/2013,Wed,PIT,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/5/2013,Wed,TEX,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/5/2013,Wed,COL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/5/2013,Wed,TBA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/5/2013,Wed,BAL,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/5/2013,Wed,MIN,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/5/2013,Wed,SDN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/5/2013,Wed,OAK,AL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/5/2013,Wed,CLE,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/5/2013,Wed,MIA,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/5/2013,Wed,CHA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/5/2013,Wed,TOR,AL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/5/2013,Wed,ARI,NL,SLN,19:00,,,,
6/5/2013,Wed,NYN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/6/2013,Thu,TEX,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/6/2013,Thu,OAK,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/6/2013,Thu,SDN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/6/2013,Thu,TBA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/6/2013,Thu,BAL,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/6/2013,Thu,MIN,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/6/2013,Thu,ATL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/6/2013,Thu,PHI,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/6/2013,Thu,NYA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/6/2013,Thu,ARI,NL,SLN,19:00,,,,
6/6/2013,Thu,NYN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/7/2013,Fri,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/7/2013,Fri,ANA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/7/2013,Fri,OAK,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/7/2013,Fri,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/7/2013,Fri,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/7/2013,Fri,SDN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/7/2013,Fri,CLE,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/7/2013,Fri,HOU,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/7/2013,Fri,ATL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/7/2013,Fri,PHI,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/7/2013,Fri,MIA,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/7/2013,Fri,NYA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/7/2013,Fri,BAL,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/7/2013,Fri,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/7/2013,Fri,MIN,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/8/2013,Sat,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/8/2013,Sat,ANA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/8/2013,Sat,OAK,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/8/2013,Sat,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/8/2013,Sat,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/8/2013,Sat,SDN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/8/2013,Sat,CLE,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/8/2013,Sat,HOU,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/8/2013,Sat,ATL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/8/2013,Sat,PHI,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/8/2013,Sat,MIA,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/8/2013,Sat,NYA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/8/2013,Sat,BAL,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/8/2013,Sat,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/8/2013,Sat,MIN,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/9/2013,Sun,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/9/2013,Sun,ANA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/9/2013,Sun,OAK,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/9/2013,Sun,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/9/2013,Sun,SLN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/9/2013,Sun,SDN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/9/2013,Sun,CLE,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/9/2013,Sun,HOU,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/9/2013,Sun,ATL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/9/2013,Sun,PHI,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/9/2013,Sun,MIA,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/9/2013,Sun,NYA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/9/2013,Sun,BAL,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/9/2013,Sun,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/9/2013,Sun,MIN,AL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/10/2013,Mon,ANA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/10/2013,Mon,TOR,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/10/2013,Mon,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/10/2013,Mon,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/10/2013,Mon,ARI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/10/2013,Mon,MIL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/10/2013,Mon,ATL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/10/2013,Mon,HOU,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/10/2013,Mon,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/10/2013,Mon,CLE,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/11/2013,Tue,ANA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/11/2013,Tue,TOR,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/11/2013,Tue,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/11/2013,Tue,WAS,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/11/2013,Tue,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/11/2013,Tue,ARI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/11/2013,Tue,MIL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/11/2013,Tue,PHI,NL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/11/2013,Tue,SLN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/11/2013,Tue,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/11/2013,Tue,SFN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/11/2013,Tue,ATL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/11/2013,Tue,HOU,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/11/2013,Tue,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/11/2013,Tue,CLE,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/12/2013,Wed,ANA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/12/2013,Wed,TOR,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/12/2013,Wed,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/12/2013,Wed,WAS,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/12/2013,Wed,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/12/2013,Wed,ARI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/12/2013,Wed,MIL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/12/2013,Wed,PHI,NL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/12/2013,Wed,SLN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/12/2013,Wed,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/12/2013,Wed,SFN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/12/2013,Wed,ATL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/12/2013,Wed,HOU,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/12/2013,Wed,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/12/2013,Wed,CLE,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/13/2013,Thu,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/13/2013,Thu,CIN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/13/2013,Thu,WAS,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/13/2013,Thu,PHI,NL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/13/2013,Thu,SLN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/13/2013,Thu,NYA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/13/2013,Thu,SFN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/13/2013,Thu,KCA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/13/2013,Thu,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/14/2013,Fri,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/14/2013,Fri,SFN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/14/2013,Fri,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/14/2013,Fri,MIL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/14/2013,Fri,WAS,NL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/14/2013,Fri,PHI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/14/2013,Fri,CHA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/14/2013,Fri,SLN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/14/2013,Fri,DET,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/14/2013,Fri,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/14/2013,Fri,SEA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/14/2013,Fri,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/14/2013,Fri,ARI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/14/2013,Fri,KCA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/14/2013,Fri,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/15/2013,Sat,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/15/2013,Sat,SFN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/15/2013,Sat,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/15/2013,Sat,MIL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/15/2013,Sat,WAS,NL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/15/2013,Sat,PHI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/15/2013,Sat,CHA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/15/2013,Sat,SLN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/15/2013,Sat,DET,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/15/2013,Sat,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/15/2013,Sat,SEA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/15/2013,Sat,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/15/2013,Sat,ARI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/15/2013,Sat,KCA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/15/2013,Sat,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/16/2013,Sun,NYA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/16/2013,Sun,SFN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/16/2013,Sun,BOS,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/16/2013,Sun,MIL,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/16/2013,Sun,WAS,NL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/16/2013,Sun,PHI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/16/2013,Sun,CHA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/16/2013,Sun,SLN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/16/2013,Sun,DET,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/16/2013,Sun,CHN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/16/2013,Sun,SEA,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/16/2013,Sun,LAN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/16/2013,Sun,ARI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/16/2013,Sun,KCA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/16/2013,Sun,TOR,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/17/2013,Mon,SEA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/17/2013,Mon,MIA,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/17/2013,Mon,NYN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/17/2013,Mon,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/17/2013,Mon,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/17/2013,Mon,BAL,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/17/2013,Mon,CHA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/17/2013,Mon,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/17/2013,Mon,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/17/2013,Mon,CHN,NL,SLN,19:00,,,,
6/17/2013,Mon,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/17/2013,Mon,COL,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/18/2013,Tue,SEA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/18/2013,Tue,MIA,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/18/2013,Tue,NYN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/18/2013,Tue,TBA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/18/2013,Tue,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/18/2013,Tue,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/18/2013,Tue,BAL,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/18/2013,Tue,MIL,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/18/2013,Tue,CHA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/18/2013,Tue,LAN,NL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/18/2013,Tue,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/18/2013,Tue,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/18/2013,Tue,CHN,NL,SLN,19:00,,,,
6/18/2013,Tue,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/18/2013,Tue,COL,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/19/2013,Wed,SEA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/19/2013,Wed,MIA,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/19/2013,Wed,NYN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/19/2013,Wed,TBA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/19/2013,Wed,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/19/2013,Wed,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/19/2013,Wed,BAL,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/19/2013,Wed,MIL,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/19/2013,Wed,CHA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/19/2013,Wed,LAN,NL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/19/2013,Wed,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/19/2013,Wed,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/19/2013,Wed,CHN,NL,SLN,19:00,,,,
6/19/2013,Wed,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/19/2013,Wed,COL,NL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/20/2013,Thu,SEA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/20/2013,Thu,NYN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/20/2013,Thu,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
6/20/2013,Thu,BOS,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/20/2013,Thu,MIL,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/20/2013,Thu,CHA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/20/2013,Thu,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/20/2013,Thu,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/20/2013,Thu,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/20/2013,Thu,CHN,NL,SLN,19:00,,,,
6/20/2013,Thu,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/20/2013,Thu,COL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/21/2013,Fri,PIT,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/21/2013,Fri,CIN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/21/2013,Fri,HOU,AL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/21/2013,Fri,MIN,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/21/2013,Fri,BOS,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/21/2013,Fri,CHA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/21/2013,Fri,ATL,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/21/2013,Fri,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/21/2013,Fri,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/21/2013,Fri,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/21/2013,Fri,OAK,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/21/2013,Fri,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/21/2013,Fri,TEX,AL,SLN,19:00,,,,
6/21/2013,Fri,BAL,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/21/2013,Fri,COL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/22/2013,Sat,PIT,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/22/2013,Sat,CIN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/22/2013,Sat,HOU,AL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/22/2013,Sat,MIN,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/22/2013,Sat,BOS,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/22/2013,Sat,CHA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/22/2013,Sat,ATL,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/22/2013,Sat,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/22/2013,Sat,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/22/2013,Sat,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/22/2013,Sat,OAK,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/22/2013,Sat,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/22/2013,Sat,TEX,AL,SLN,19:00,,,,
6/22/2013,Sat,BAL,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/22/2013,Sat,COL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/23/2013,Sun,PIT,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
6/23/2013,Sun,CIN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
6/23/2013,Sun,HOU,AL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
6/23/2013,Sun,MIN,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
6/23/2013,Sun,BOS,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/23/2013,Sun,CHA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/23/2013,Sun,ATL,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/23/2013,Sun,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/23/2013,Sun,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
6/23/2013,Sun,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/23/2013,Sun,OAK,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/23/2013,Sun,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
6/23/2013,Sun,TEX,AL,SLN,19:00,,,,
6/23/2013,Sun,BAL,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
6/23/2013,Sun,COL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/24/2013,Mon,CLE,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/24/2013,Mon,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/24/2013,Mon,PHI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/24/2013,Mon,TOR,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/25/2013,Tue,CLE,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/25/2013,Tue,COL,NL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
